repository,wrong,correct,commit,file,line
filipHartman/Checkpoint-3,setPublsherId,setPublisherId,4524f72b99e29674707821c9102bf557c628da57,src/model/BookPublisher.java,19
filipHartman/Checkpoint-3,publsherId,publisherId,4524f72b99e29674707821c9102bf557c628da57,src/model/BookPublisher.java,49
filoe/cscore,RaiseDataAvilable,RaiseDataAvailable,fd2702800d645c1d100c764deac0a207477c7311,CSCore/SoundIn/WasapiCapture.cs,402
FinderSystems/Sharpility,CreateIntance,CreateInstance,324081c2851746b3c3eee0a14a35817793b258ff,src/Sharpility.Tests/Util/InstanceCreatorTests.cs,36
finmath/finmath-smart-derivative-contract,AnalyticModelFromCuvesAndVols,AnalyticModelFromCurvesAndVols,93f074290136be6e7104a7b0cf08d95b8af4124b,src/main/java/net/finmath/smartcontract/simulation/curvecalibration/Calibrator.java,36
firebug/firebug,markOverridenProps,markOverriddenProps,b5274ab5b51f766a9590dd9ce5a720521fc253d6,extension/content/firebug/css.js,1414
firelab/Behave,WesternApsen,WesternAspen,fef229bde773d827c64afe24239039c7fc0fdfcf,src/surfaceFuelbedIntermediates.cpp,212
fitzgen/glob-to-regexp,blob,glob,b385d14d90dbc7aa5a3a33cba64296c5f58f5354,index.js,0
fitzgen/glob-to-regexp,blobToRegexp,globToRegexp,b385d14d90dbc7aa5a3a33cba64296c5f58f5354,test.js,21
Flieral/Core-Engine,getPublisherPayble,getPublisherPayable,e0643e5f153023d94da77999682efb06ef804357,common/models/statistic.js,156
floscher/josm,primtivesAdded,primitivesAdded,9e4c8ca212f05e9bdd8a0fa5b33d15c2d01a093b,src/org/openstreetmap/josm/data/osm/event/DataSetListener.java,35
floscher/josm,primtivesRemoved,primitivesRemoved,9e4c8ca212f05e9bdd8a0fa5b33d15c2d01a093b,src/org/openstreetmap/josm/data/osm/event/DataSetListener.java,43
Flowdalic/Smack,wasSuccessfully,wasSuccessful,d92e1213d5a051de28b6e5a9995eba6808be43ef,smack-core/src/main/java/org/jivesoftware/smack/SynchronizationPoint.java,132
flowtype/flow-typed,reviever,reviver,0b375366881813adc17ae5cb1ab101a90636d474,definitions/npm/body-parser_v1.x.x/flow_v0.30.x-/body-parser_v1.x.x.js,15
fmaylinch/java-tests,MoveServiceUnitTest,MovieServiceUnitTest,07eaaba8b5448faa27bde5587881e9b6d5aa3d12,src/test/java/com/plazi/javatests/moviesapp/spring/MovieServiceUnitTest.java,26
foam-framework/foam,destory,destroy,7bbe6b6450ec80f5ac41f09f542b9650bd48140e,js/foam/ui/layout/ResponsiveView.js,52
fogbow/fogbow-manager-core,getPropertie,getProperties,3e5cb187082e671f4df6b3837773363609d53229,src/main/java/org/fogbowcloud/manager/utils/PropertiesUtil.java,18
Foggalong/Wren,catagories,categories,290ecd7ad180f77f4317a17bac63bdd75470fdaf,.wren/wren.py,295
folio-org/folio-holdingsiq-client,QueriableUrlBuilder,QueryableUrlBuilder,1d51696942333df5ff6141051f9f03eb1c40aadd,src/main/java/org/folio/holdingsiq/service/impl/HoldingsIQServiceImpl.java,210
fons/functional-cpp,binary_op,unary_op,77ad7150678c22fbfe1b45c21f6bca5514f83131,src/applicative_functor.cpp,164
fraserxu/soundredux-native,CHAANGE_PLAYER_STATUS,CHANGE_PLAYER_STATUS,e9c0d3ed44db19ff7b5817dea4a548cc2caf56f4,src/actions/player.js,5
FreddieWitherden/PyFR,_gnofs,_gndofs,eb040c3cd8d1c7d7d3456628900ec1cf8a6219db,pyfr/integrators/base.py,67
freeCodeCamp/freeCodeCamp,sumbitClicked,submitClicked,2ef81bde20bbc74190fa5e2b96c6a783af8de6b0,client/src/components/settings/Username.js,192
freenas/freenas,show_descrypt_condition,show_decrypt_condition,6a60e98ff9f48eebbfef00c463f55b7055d3923c,gui/storage/urls.py,64
freenas/freenas,donwload_guide,download_guide,81582da66346bd9218fb0841bbbc50450b826982,gui/support/urls.py,41
freenas/middleware,skeleton_entry,skeleton_entity,c68302500da56e2b834efee5616d233eff3f387c,src/cli/plugins/bootenv.py,43
fritzr/voronoi-game,isochrome_bounds,isochrone_bounds,5e1d1556f025d1885dec3232084dfdea7ba10115,src/user.cc,53
frodeaa/reload-java,parm,param,5b195a60cae53926a6d0f48a6793fa2a25127756,src/main/java/reload/util/Lambda.java,22
fschwiet/watin_unbranched,ConstriantToString,ConstraintToString,1d8a283059a3cacdefd57f519985b36d54d18fe4,src/Core/Interfaces/INativeElementFinder.cs,12
fsinfuhh/mafiasi,delete_grop,delete_group,262bc40177332bf7c7298e8fb2465d4c63d6206a,mafiasi/etherpad/models.py,11
FuegoFro/GitChildBranchHelpers,PrintChildBranchStrucutre,PrintChildBranchStructure,9348239173c5ca9e16d43d86574b1498d5a022a7,src/subcommands/__init__.py,23
gae-init/gae-init,INERNET_TEST_URL,INTERNET_TEST_URL,2bcf6b3d48cbf1d1ce6439164f45f73888bf05e0,run.py,264
gaku/mandrill,TemplateConent,TemplateContent,a23bd92250eae97afc949bec882d6e1aa71ce39e,mandrill.go,283
ganeshgitrepo/hector,setComparitorType,setComparatorType,724d7a65aa65f58600ea16b9139d12054b484803,core/src/main/java/me/prettyprint/cassandra/model/BasicColumnFamilyDefinition.java,75
ganeshgitrepo/hector,setSubComparitorType,setSubComparatorType,724d7a65aa65f58600ea16b9139d12054b484803,core/src/main/java/me/prettyprint/cassandra/model/BasicColumnFamilyDefinition.java,79
garimagoswami/groovy,getMinimumRecompilationIntervall,getMinimumRecompilationInterval,81eeab0f4729df14271f76985b28dc5685f7217f,src/main/groovy/lang/GroovyClassLoader.java,796
garimagoswami/groovy,setMinimumRecompilationIntervall,setMinimumRecompilationInterval,81eeab0f4729df14271f76985b28dc5685f7217f,src/main/org/codehaus/groovy/control/CompilerConfiguration.java,564
garimagoswami/groovy,minimumRecompilationIntervall,minimumRecompilationInterval,81eeab0f4729df14271f76985b28dc5685f7217f,src/main/org/codehaus/groovy/control/CompilerConfiguration.java,569
GateNLP/gateplugin-LearningFramework,MalletMexEnt_CL_MR,MalletMaxEnt_CL_MR,ce808d4abd9e8210e53f3a7ded3823135ff49dc1,src/main/java/gate/plugin/learningframework/engines/AlgorithmClassification.java,43
gateship-one/odyssey,odyssey_thirparty_licenses_dialog_title,odyssey_thirdparty_licenses_dialog_title,0a5eada8b51e1d8354967af7269307f88f8a6c37,app/src/main/java/org/gateshipone/odyssey/dialogs/LicensesDialog.java,44
gchq/Gaffer,shouldAgeOfDataBasedOnTimestampAndAgeOfFunctionInSchema,shouldAgeOffDataBasedOnTimestampAndAgeOffFunctionInSchema,a4446620a66ef84eebc7f59535fe994d154f161f,integration-test/src/test/java/uk/gov/gchq/gaffer/integration/impl/StoreValidationIT.java,31
gcupko00/NetworkSniffer,SinfferView,SnifferView,767779ed8adf256e375b7c7b2a2322282ca78f4c,NetworkSniffer/View/SnifferView.xaml.cs,9
gduffley/ImageVis3D,SetAvoidSeperateCompositing,SetAvoidSeparateCompositing,b15f19a160d2b2b9f58cb277ba7c6b3f3679e26d,ImageVis3D/UI/RenderWindow.cpp,111
gduffley/ImageVis3D,GetAvoidSeperateCompositing,GetAvoidSeparateCompositing,b15f19a160d2b2b9f58cb277ba7c6b3f3679e26d,ImageVis3D/UI/RenderWindow.cpp,115
geekspark-rh/dimo-renderer,conf,config,edb9dc29d620885507a72cffc0462654e9dc042d,src/js/gravity.js,10
genomizer/genomizer-server,GetFileTupeTest,GetFileTupleTest,641c5d1d11979cb55160baad18a48b300bdd97bd,test/database/test/unittests/GetFileTupleTest.java,18
geogebra/geogebra,appyGridType,applyGridType,0756b205b36ce9e34d880fd70d432bb343ddf5a7,common/src/main/java/org/geogebra/common/gui/dialog/options/model/EuclidianOptionsModel.java,332
geogebra/geogebra,appyAxesStyle,applyAxesStyle,0756b205b36ce9e34d880fd70d432bb343ddf5a7,common/src/main/java/org/geogebra/common/gui/dialog/options/model/EuclidianOptionsModel.java,362
geogebra/geogebra,appyGridStyle,applyGridStyle,0756b205b36ce9e34d880fd70d432bb343ddf5a7,common/src/main/java/org/geogebra/common/gui/dialog/options/model/EuclidianOptionsModel.java,389
geogebra/geogebra,appyGridManualTick,applyGridManualTick,0756b205b36ce9e34d880fd70d432bb343ddf5a7,common/src/main/java/org/geogebra/common/gui/dialog/options/model/EuclidianOptionsModel.java,420
geogebra/geogebra,appyRulerType,applyRulerType,0756b205b36ce9e34d880fd70d432bb343ddf5a7,common/src/main/java/org/geogebra/common/gui/dialog/options/model/EuclidianOptionsModel.java,855
geometalab/osmaxx,howMuchToLarge,howMuchTooLarge,79ca59dd8f54fa4da0ce209d0de73b64038539c4,osmaxx-py/osmaxx/excerptexport/static/excerptexport/scripts/formValidation.js,93
geopy/geopy,raw_unpickleable,raw_unpicklable,cc233b20231aa47f427c76f9a394c18d70ec7aa9,test/test_location.py,188
geopy/geopy,loc_unpickleable,loc_unpicklable,cc233b20231aa47f427c76f9a394c18d70ec7aa9,test/test_location.py,191
georocket/georocket,getStoreSummeryObservable,getStoreSummaryObservable,b9e767390529976b6535217a64956b3c4dc6c038,georocket-server/src/main/java/io/georocket/http/StoreEndpoint.java,91
georocket/georocket,getStoreSummery,getStoreSummary,b9e767390529976b6535217a64956b3c4dc6c038,georocket-server/src/main/java/io/georocket/storage/RxStore.java,130
geraldhumphries/generator-jhipster,convertLocaleDateFromServer,convertLocalDateFromServer,68091b98c29d9ddd9703bc60a8307aa43192faa0,generators/client/templates/src/main/webapp/app/components/util/_date-util.service.js,28
geraldhumphries/generator-jhipster,convertLocaleDateToServer,convertLocalDateToServer,68091b98c29d9ddd9703bc60a8307aa43192faa0,generators/client/templates/src/main/webapp/app/components/util/_date-util.service.js,36
GerhardRaven/P2VV,_m_bkg_f,_m_sig_f,9c6d556211c60ea3fa28108a283e8d5b75883280,python/P2VVParameterizations/MassPDFs.py,26
GerritCodeReview/plugins_high-availability,configureWebsessiosSection,configureWebsessionsSection,add8bb0b8ac6b05600919a750e232dc5c681fdd7,src/main/java/com/ericsson/gerrit/plugins/highavailability/Setup.java,173
getirin/backend,courrier,carrier,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/controllers/index.js,3
getirin/backend,courrierLoginFail,carrierLoginFail,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/resources/error-codes.js,13
getirin/backend,courrierRequestStatuses,carrierRequestStatuses,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/resources/model-constants.js,10
getirin/backend,CourrierRequest,CarrierRequest,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/models/CarrierRequest.js,4
getirin/backend,courrierRequestSchema,carrierRequestSchema,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/models/CarrierRequest.js,7
getirin/backend,CourrierRequestUpdate,CarrierRequestUpdate,a2ced2d82995d2a43f171815c1d47fa96d56fa05,src/schemas/models/CarrierRequest.js,8
getpenelope/penelope.core,ammount,amount,aa52a56e35f3161de1938b98a54f82785254d91d,penelope/core/events.py,304
ghbenjamin/NotPathfinder,notity,notify,b1aad80bd06477f37ec7da90892c9f60bd821896,source/core/Encounter.cpp,297
ghxiao/clipper,CQFormater,CQFormatter,c58d897fe8cd94e71ca077cb5e9a354a30ca003f,clipper-reasoner/src/main/java/org/semanticweb/clipper/hornshiq/queryanswering/QAHornSHIQ.java,84
ghxiao/clipper,cqFormater,cqFormatter,c58d897fe8cd94e71ca077cb5e9a354a30ca003f,clipper-reasoner/src/main/java/org/semanticweb/clipper/hornshiq/queryanswering/QAHornSHIQ.java,490
gidsola/mangos-tbc,_CleanupExiredInstancesAtTime,_CleanupExpiredInstancesAtTime,b89e2e24f9462d5534b2e2cc06dfb06569bf8ba1,src/game/InstanceSaveMgr.cpp,210
gintenlabo/waf-sample,same_function,some_function,92f5d0b74b7cb2f547c6e27eeb79543a28196ad6,src/sample.hpp,4
gliborgmx/geeklog,SEC_hasConfigAcess,SEC_hasConfigAccess,1dd2df06cc9de107fa7da3813fa8888018d5973b,public_html/admin/auth.inc.php,90
GLips/indelible2-frontend,decrypteEntry,decryptEntry,ad111669194f93f1651d77eaccb0ff5bd8561bae,app/controllers/entries/index.js,6
gneutzling/hackathon-war,long,lng,d2ec8bee3a047f1c42df1a83d386d359e2946ac1,api/app/models/state.js,12
godaddy/feedsme,lt,lte,3d2357d084dbfe44944ccf861469e1c853d960f7,lib/feedsme/index.js,243
gogognome/gogomessagepropertiessynchronizer,messagespropertiessynchronizer,messagepropertiessynchronizer,717b3a85c9b8e2d3a121887c2946411ce5176d52,src/main/java/nl/gogognome/messagepropertiessynchronizer/Line.java,0
gohai/processing,platformNameArmv6hh,platformNameArmv6hf,a1fd79ea937fb67f1bfd60cb44ee61bcaad1e229,app/src/processing/app/Library.java,246
gohugoio/hugo,addTemeNamesFromTheme,addThemeNamesFromTheme,c915d0d3252007d61b680a388dcbe6b035d0adc8,hugolib/paths/themes.go,147
GolosChain/golos-smart,max_persent,max_percent,0eb09bf2b108d8b0b73d2c819e076e3f02297e2b,tests/golos.referral_tests.cpp,52
golvok/train-scheduler,writeable_function_proprety_map,writable_function_proprety_map,c5b2410829ca77f326a4e28ea01b02f5657d50f8,util/graph_utils.h++,171
goobi/goobi-production,indexOfFieldOccurence,indexOfFieldOccurrence,326df09fe67da28624f2947ad5b5da2c22420114,Goobi/plugins/opac/PicaPlugin/org/goobi/production/plugin/CataloguePlugin/PicaPlugin/GetOpac.java,381
GoogleCloudPlatform/appengine-mapreduce,estimateMemoryRequirment,estimateMemoryRequirement,c59ec2fad27ff20c0fd61707252e8c9817bef964,java/src/main/java/com/google/appengine/tools/mapreduce/InputReader.java,86
GoogleCloudPlatform/java-docs-samples,respose,response,9e67a3d47e9da872dbdc2b68c4090c91055f1250,iam/api-client/src/main/java/com/google/iam/snippets/Quickstart.java,48
GoogleCloudPlatform/python-docs-samples,DEFAUTL_SERVICE_ACCOUNT,DEFAULT_SERVICE_ACCOUNT,8e21b0f809ef78e9586ad39e6018e27e5173f093,endpoints/getting-started/clients/service_to_service_gae_default/main.py,48
google/ExoPlayer,periodIndexAndPositon,periodIndexAndPosition,8be95042cc3a91d96842f2d6b3a1192c06a70aad,library/core/src/main/java/com/google/android/exoplayer2/ExoPlayerImpl.java,321
google/gnxi,doRepaceOrUpdate,doReplaceOrUpdate,c648519aa0320986d0a46a1e5481caa0d8ddee7e,gnmi/server.go,670
google/guava,EMPTY_GENEREATORS,EMPTY_GENERATORS,655c55c1bd99b610e40f1ca3973edac3aec60486,guava-testlib/src/com/google/common/testing/FreshValueGenerator.java,215
google/gxui,PrimativeCount,PrimitiveCount,179dab7574764b60752a9035c557e5f0daf8639a,drivers/gl/draw_mode.go,24
google/j2cl,getNumbericBinaryExpressionTypeDescriptor,getNumericBinaryExpressionTypeDescriptor,42aa97f5a7121fbe82d4c9a9d8c5b63240f09d22,transpiler/java/com/google/j2cl/ast/AstUtils.java,561
google/mobly-bundled-snippets,btDiscoveryAndGetResults,btDiscoverAndGetResults,5858a6ece2d8368f6074cd05759490ed008bd4e9,src/main/java/com/google/android/mobly/snippet/bundled/BluetoothAdapterSnippet.java,116
google/neuroglancer,_parmameters,_parameters,ccfaa04ba475379282970a5e5551ce63b4b4fd9b,python/neuroglancer/default_credentials_manager.py,19
google/palette.js,color_func_cyclick,color_func_cyclic,2960075ca5163ce31f6db0bd49076c566e804c1c,palette.js,345
google/palette.js,opt_cyclick,opt_cyclic,2960075ca5163ce31f6db0bd49076c566e804c1c,palette.js,609
google/shaka-player,setSegmentAvailabiliyDuration,setSegmentAvailabilityDuration,9e7c0007353eb6abdc74e4835d581e86ec17214e,lib/dash/dash_parser.js,450
gordonzola/le-scripts,CalledProcessErorr,CalledProcessError,1698328664b6ff0c9da66b8861ff921e117ccecb,le-renew.py,58
go-squads/comet-backend,TestPingHandlert,TestPingHandler,bac7b10caaa2d79ce9be85437ce0a753c826090b,handler/ping_handler_test.go,11
gpcimino/pickleablelambda,pickable,pickleable,663a98a8c5e66ea29d5b223a2cccde1493ca8d26,examples/multiporcessing.py,14
gpcimino/pickleablelambda,make_lambda_pickable,make_lambda_pickleable,663a98a8c5e66ea29d5b223a2cccde1493ca8d26,pickleablelambda/pickling.py,86
gpe-mw-training/planner-labs,optaplaner,optaplanner,88a348e1d72a9a458935e61a4e05eecb689bb1b7,curriculumcourse/src/main/java/org/acme/optaplanner/curriculumcourse/Teacher.java,0
gradle/gradle-smart-snapshotting,opeartion,operation,1e082673ae939d52105b861697b0bb59dd5d1879,src/main/java/org/gradle/snapshot/configuration/SingleFileSnapshotOperation.java,5
grafana/grafana,condiction_filter,condition_filter,3b82ac00d895cb5717e384439115dbf0e50b8d20,src/app/services/influxdb/influxdbDatasource.js,94
gravitational/stolon,GetReplicatinSlots,GetReplicationSlots,1107ebe052f69b00431caa61f0462993bf8ce732,cmd/keeper/keeper.go,759
GravityBox/GravityBox,cirecle_battery_padding_left,circle_battery_padding_left,9b73b125f765154be2f6d2b67941f443060b8674,src/com/ceco/lollipop/gravitybox/BatteryStyleController.java,137
GravityBox/GravityBox,cirecle_battery_padding_right,circle_battery_padding_right,9b73b125f765154be2f6d2b67941f443060b8674,src/com/ceco/lollipop/gravitybox/BatteryStyleController.java,139
Graylog2/graylog2-server,defaultRouttingKey,defaultRoutingKey,ce7f308ff8e49e0edd8ec2ee21258a0f610f9b6e,graylog2-inputs/src/main/java/org/graylog2/inputs/transports/AmqpTransport.java,299
grazik/ZBD-boardGames,toogleClass,toggleClass,e21a7b9faa40cd07de78f1654febe6a749d9261a,src/client/components/helpers.js,10
GreekDictionary/Sigma,CreatElement,CreateElement,34e72ff10b1c55436ef1ecc808b28dbf55203127,Sigma.Core.Monitors.WPF/View/Factories/Defaults/RootPanelFactory.cs,7
GreekDictionary/Sigma,NDArray,ADNDArray,06801a5da00c194c32ff695daa00e979d0d10cc3,Sigma.Tests/Data/Preprocessors/TestOneHotPreprocessor.cs,24
greenfox-academy/hotel-booking-resize-service,ReceiveThumbnailTusk,ReceiveThumbnailTask,722c9c626d70392a815656a7d6256845464fd41c,src/main/java/com/greenfox/malachit/service/MessageQueueService.java,69
greenfox-academy/hotel-booking-resize-service,receiveTusk,receiveTask,722c9c626d70392a815656a7d6256845464fd41c,src/main/java/com/greenfox/malachit/service/ReceiveThumbnailTask.java,10
grnet/synnefo,PROJECT_MEMEBRS_LIMIT_CHOICES,PROJECT_MEMBERS_LIMIT_CHOICES,5e84cc595815622519336e8eb6be9f95ae689bab,snf-astakos-app/astakos/im/settings.py,248
growbit/turbogwt-http,aways,always,73033f13631248f1ddd12c4ea05be5a86f919d8e,src/main/java/org/turbogwt/net/http/FluentRequest.java,148
growbit/turbogwt-http,awaysCallbacks,alwaysCallbacks,73033f13631248f1ddd12c4ea05be5a86f919d8e,src/main/java/org/turbogwt/net/http/FluentRequestImpl.java,712
grpc-ecosystem/grpc-gateway,resolveFiledPath,resolveFieldPath,6c0d1a3e161f5d6a10da41f2091a9ca66309a1c0,protoc-gen-grpc-gateway/descriptor/services.go,237
gsmet/beanvalidation-tck,CascadingValueExtactorResolutionAlgorithmTest,CascadingValueExtractorResolutionAlgorithmTest,41e61175476e5f2e413351bba23400e9dacab7f7,tests/src/main/java/org/hibernate/beanvalidation/tck/tests/valueextraction/resolution/CascadingValueExtractorResolutionAlgorithmTest.java,40
gsmet/beanvalidation-tck,ContainerElementValueExtactorResolutionAlgorithmTest,ContainerElementValueExtractorResolutionAlgorithmTest,41e61175476e5f2e413351bba23400e9dacab7f7,tests/src/main/java/org/hibernate/beanvalidation/tck/tests/valueextraction/resolution/ContainerElementValueExtractorResolutionAlgorithmTest.java,44
gsobolev/devextreme-reactive,sortings,sorting,3d02433e99a618c32b77f96908adde30787b503a,packages/dx-datagrid-core/src/plugins/sorting-state/computeds.test.js,59
gsobolev/devextreme-reactive,nextSortings,nextSorting,3d02433e99a618c32b77f96908adde30787b503a,packages/dx-datagrid-core/src/plugins/sorting-state/reducers.test.js,51
gsuitedevs/cloud-search-samples,DOMAIN_PUBPIC_ACL,DOMAIN_PUBLIC_ACL,453c5bc57c80f08f470852ae6b1d41c39c071450,indexing/connector/sdk/dictionary-connector/src/main/java/com/google/cloudsearch/samples/DictionaryConnector.java,208
gxa/atlas,conditonAutocompleteModule,conditionAutocompleteModule,cc8388ed72ace02b07828b8d4b87af61e0724479,web/src/main/webapp/resources/js/conditionAutocompleteModule.js,4
haberdashPI/csd-ta-assign,default_student_srank,default_student_rank,137168ddc7ba2eeac4a88c81242164ea70e84816,app/components/Course.js,441
habib1234731/java-messaging,MesageService,MessageService,c14a20ffb1022f431b63ee986fcf5afb1e82bfa1,src/com/lambdaschool/MessageService.java,2
hackupc/registration,REIMBURSEMENT_EXPIRACY_DAYS,REIMBURSEMENT_EXPIRY_DAYS,b8ba10e7a72d91ccf0efebc22362c15e72775764,app/hackathon_variables.py,51
HalCanary/skia-hc,invertable,invertible,e55131c186116c0fe3ff8775f2a9d684174316bb,tests/MatrixTest.cpp,242
halfak/Revision-Scoring,STEMMMED_BADWORDS,STEMMED_BADWORDS,1ff3821acdc609cf82b18e936e604d6c8e783b39,revscoring/languages/english.py,46
hanke/PyMVPA,choosen_ref_ds,chosen_ref_ds,8835a1330eb3cfb4c0cdce124cb2170475abc205,mvpa2/tests/test_hyperalignment.py,98
hapifhir/hapi-hl7v2,AcknowledgementCode,AcknowledgmentCode,13dd68b6261e06a62443fd0492e80f714d157b0b,hapi-base/src/main/java/ca/uhn/hl7v2/validation/RespondingValidationExceptionHandler.java,94
hardvain/distributed-collections,colleciton,collection,e8e496221d2e69c2f6508bddde520f0fd604d46d,benchmarks/src/main/scala/wordcount/WordCountFullSerialize.java,20
HarmonyIO/Smtp-Client,MailPipeining,MailPipelining,7bffdc4e6920d9686409160347d81745707b7617,tests/Unit/Transaction/Processor/MailPipeliningTest.php,244
hashicorp/consul,NewStateSyncer,NewStateSyner,cab3b17292c0803e013bad6d2df80a0a9cd29258,agent/ae/ae.go,101
hashicorp/nomad,TestMananger_Fingerprint,TestManager_Fingerprint,8a24660941e9d10ac273580392ce9ae2429a59d5,client/pluginmanager/drivermanager/manager_test.go,102
hashicorp/nomad,TestMananger_TaskEvents,TestManager_TaskEvents,8a24660941e9d10ac273580392ce9ae2429a59d5,client/pluginmanager/drivermanager/manager_test.go,169
hashicorp/nomad,mananger,manager,8a24660941e9d10ac273580392ce9ae2429a59d5,client/pluginmanager/group_test.go,55
hashicorp/vault,revocationStmt,revocationStmts,cee3dc9b9e880b119a9135b1f3a10e55f0164666,builtin/logical/database/dbs/mysql.go,88
hashicorp/vault,creationStmt,creationStmts,cee3dc9b9e880b119a9135b1f3a10e55f0164666,builtin/logical/database/path_roles.go,143
hashicorp/vault,rollbackStmt,rollbackStmts,cee3dc9b9e880b119a9135b1f3a10e55f0164666,builtin/logical/database/path_roles.go,145
hatanasov/Dungeons-Pythons,mana_regenaration_rate,mana_regeneration_rate,6e743e6706d7fa27a498cd74b0723509d3239722,src/hero.py,8
hdietze/termgenie,TermGenieScriptFuntionsSynonyms,TermGenieScriptFunctionsSynonyms,24e809e096d8a9d88c7538561d36950c7e724271,TermGenie/TermGenieRulesDynamic/src/main/java/org/bbop/termgenie/rules/SynonymGenerationTools.java,15
hazelcast/hazelcast-simulator,isOveridden,isOverridden,b8c9a1b189c2c8dc6fd2e38b7cea236d436d7ee7,simulator/src/main/java/com/hazelcast/simulator/utils/AnnotatedMethodRetriever.java,150
HdrHistogram/HdrHistogram,getLowestTackingIntegerValue,getLowestTrackingIntegerValue,d0e58cd333cc2663e552ea88798a9a5c27ad6b5f,src/main/java/org/HdrHistogram/DoubleHistogram.java,1582
HeavyWombat/dyff,intend,indent,22509b0e49056e852d80a1047eb8df09a5c305e6,core/output.go,200
HeavyWombat/ytbx,outoutProcessor,outputProcessor,9bd24e39c9829790ef56629a99b8a825fdc66b03,internal/cmd/get.go,49
helloworld1/AnyMemo,schedluledCardCount,scheduledCardCount,7f3d5a5d04a7e358ce7102a2f436b6bfaf22cc9c,app/src/main/java/org/liberty/android/fantastischmemo/ui/StudyActivity.java,685
HenningNT/stateless,InternalTransistion,InternalTransition,0b1eb1d5f493938339ce5d041428c0ce5209a38a,Stateless/StateConfiguration.cs,81
herbyherado/eatery,Displyed,Displayed,5f1c8fa6a00c799e6dc5bff3e9451992a241a67f,models/userdish.js,6
herenowcoder/stackless,get_referrents,get_referents,6fab5365834fb8c9eac970b91d19aff362a3d260,Lib/test/test_gc.py,327
herenowcoder/stackless,test_get_referrents,test_get_referents,6fab5365834fb8c9eac970b91d19aff362a3d260,Lib/test/test_gc.py,349
hexa00/gdb-buildbot,encode,decode,3058e84a990d635f29bc53dc3b70f5e435616276,master.cfg,201
hfiguiere/abiword,rintf,rint,50c7019ea345324c2a9d19aa4b3a248b7a9b2a15,src/af/xap/unix/gnome/xap_UnixGnomePrintGraphics.cpp,210
hibernate/hibernate-orm,parentEntiytName,parentEntityName,7ee3001565c9e5d56078aa97347fb86f1874a128,hibernate-core/src/main/java/org/hibernate/engine/spi/CascadingActions.java,382
hintofbasil/Hodl,enqueRawData,enqueueRawData,e7e9f00e9d5a81a784de3dbe6c1fe9f22a71bf97,app/src/test/java/com/github/hintofbasil/hodl/CoinMarketCapUpdaterTest.java,194
HiSPARC/sapphire,isinstace,isinstance,54b0622a94978c562aa29f00b6b763ec23441f62,sapphire/analysis/direction_reconstruction.py,66
hkjn/dashboard,C,cfg,862825c3e66ad73ad27ad91431f1a058c820b905,dashboard.go,66
Hlkz2/ACoreOld,isBonedEgible,isBonedEligible,a619f3656b095ecbfca8c5ef5d816663c87d6e05,src/server/scripts/Northrend/Icecrown Citadel/instance_icecrown_citadel.cpp,196
hmottestad/rdf4j,subClassOfStatemenets,subClassOfStatements,874ae35da33b6e293bfb8db212aa66b6b91fedac,core/sail/inferencer/src/main/java/org/eclipse/rdf4j/sail/inferencer/fc/FastRdfsForwardChainingSail.java,49
hmottestad/rdf4j,subPropertyOfStatemenets,subPropertyOfStatements,874ae35da33b6e293bfb8db212aa66b6b91fedac,core/sail/inferencer/src/main/java/org/eclipse/rdf4j/sail/inferencer/fc/FastRdfsForwardChainingSail.java,51
hmottestad/rdf4j,rangeStatemenets,rangeStatements,874ae35da33b6e293bfb8db212aa66b6b91fedac,core/sail/inferencer/src/main/java/org/eclipse/rdf4j/sail/inferencer/fc/FastRdfsForwardChainingSail.java,52
hmottestad/rdf4j,domainStatemenets,domainStatements,874ae35da33b6e293bfb8db212aa66b6b91fedac,core/sail/inferencer/src/main/java/org/eclipse/rdf4j/sail/inferencer/fc/FastRdfsForwardChainingSail.java,53
holgerbrandl/themoviedbapi,limitPushWithoutAutoRety,limitPushWithoutAutoRetry,efd678abb51f9afdf9ab283384d6c385dda0a660,src/test/java/info/movito/themoviedbapi/MiscApiTest.java,52
HomeSkyLtd/sn-node,compareAdresses,compareAddresses,04d52225ffae760114e7ab3743520fe5a1535ead,drivers/udp/driver.js,105
Hongarc/Utils,iframeWidth,frameWidth,e7f15fd557d4fe51dc1769e406594fe2bda0663d,js/youtube.js,106
Hongarc/Utils,iframeYoutube,frameYoutube,e7f15fd557d4fe51dc1769e406594fe2bda0663d,js/youtube.js,113
hpcugent/easybuild-framework,append_el,nappend_el,b24339a20a2a1b78e09e4baa134eeca2a26eae24,easybuild/toolchains/linalg/intelmkl.py,98
hsidky/SAPHRON,SetFixedWithMode,SetFixedWidthMode,2150466b6435bbc7e188c53e8ba8eb4dfa6649a7,src/Simulation/SimObserver.cpp,132
huangd/leetCode,rightLenght,rightLength,12ce826e3debb941317e4b3cc73311f5723dd5e3,src/leetcode/LongestConsecutiveSequence.java,44
hudsontek/booksim2,Fatree_mesh,Fattree_mesh,9e8b095115c58cd08edc13ac5757b5ccf3d3beaa,src/networks/network.cpp,116
